"id","stage_name","owner","company_id","company","added_on","created_at","currency","decimal_value","last_stage_change_at","added_on_epoch","created_at_epoch","last_stage_change_at_epoch"
"32790553","Won","Aly Lalani","158443722","Shoppers Drug Mart - Marine Drive West Vanc.","2017-02-27","2017-02-27T21:26:19Z","CAD",144,"2017-02-27T21:18:23Z",1488182400000,1488259579000,1488259103000
"31503265","Won","Nabil Khan","158575020","Wink Ink","2017-02-02","2017-02-02T22:49:26Z","USD",262,"2017-02-02T22:48:26Z",1486022400000,1486104566000,1486104506000
"32083658","Won","Aly Lalani","159760889","Thi Brows","2017-02-14","2017-02-14T19:28:21Z","CAD",250,"2017-02-14T19:53:19Z",1487059200000,1487129301000,1487130799000
"31828744","Won","Nabil Khan","159894709","Inochi Spa","2017-02-09","2017-02-09T21:23:42Z","CAD",320,"2017-02-09T21:22:42Z",1486627200000,1486704222000,1486704162000
"32240873","Won","Nabil Khan","160087352","Mary's Esthetics","2017-02-16","2017-02-16T22:40:29Z","CAD",75,"2017-02-16T22:39:29Z",1487232000000,1487313629000,1487313569000
"32691140","Won","Aly Lalani","160962428","Perfect Ai Brows","2017-02-25","2017-02-25T00:16:43Z","CAD",160,"2017-02-25T00:18:02Z",1488009600000,1488010603000,1488010682000
"32788083","Won","Aly Lalani","161172661","The Beauty Bar","2017-02-27","2017-02-27T20:01:58Z","CAD",250,"2017-02-27T20:03:31Z",1488182400000,1488254518000,1488254611000
"32825575","Won","Aly Lalani","161341506","Arch and point brows","2017-02-28","2017-02-28T18:35:32Z","USD",125,"2017-02-28T18:42:37Z",1488268800000,1488335732000,1488336157000
"33496910","Won","Nabil Khan","162251646","Shara Shisheboran","2017-03-06","2017-03-06T03:54:27Z","USD",290,"2017-03-06T03:55:24Z",1488787200000,1488801267000,1488801324000
"35983314","Won","Nabil Khan","164434951","Caruh Salon and Spa","2017-04-25","2017-04-25T16:37:57Z","USD",240,"2017-04-25T16:36:57Z",1493103600000,1493163477000,1493163417000
"34884750","Won","Aly Lalani","164899854","Alberta Beauty Systems","2017-04-03","2017-04-03T18:12:23Z","CAD",1056,"2017-04-03T18:17:52Z",1491202800000,1491268343000,1491268672000
"34959861","Won","Nabil Khan","165061432","Studio Bri Beauty","2017-04-04","2017-04-04T17:43:50Z","CAD",480,"2017-04-04T17:44:23Z",1491289200000,1491353030000,1491353063000
"35422302","Won","Nabil Khan","165885657","Hilltop Electrolysis","2017-04-13","2017-04-13T08:35:58Z","CAD",175,"2017-04-17T03:49:26Z",1492066800000,1492097758000,1492426166000
"36129757","Won","Nabil Khan","167309749","Photoderma St-Leonard","2017-04-28","2017-04-28T22:27:37Z","CAD",480,"2017-04-28T22:28:57Z",1493362800000,1493443657000,1493443737000
"36222780","Won","Nabil Khan","167570024","Uptown Beauty Lounge","2017-05-01","2017-05-01T19:08:36Z","CAD",1230,"2017-05-01T19:23:31Z",1493622000000,1493690916000,1493691811000
"36328903","Won","Nabil Khan","167754690","Graceful Lashes","2017-05-03","2017-05-03T19:13:35Z","CAD",1056,"2017-05-03T19:14:24Z",1493794800000,1493864015000,1493864064000
"36373066","Won","Aly Lalani","167818106","Seppke micro blading","2017-05-04","2017-05-04T18:10:26Z","CAD",190,"2017-05-04T18:11:28Z",1493881200000,1493946626000,1493946688000
"36546198","Won","Aly Lalani","168116499","Che Mar Microblading  Brows Spa","2017-05-08","2017-05-08T18:31:42Z","USD",225,"2017-05-08T18:34:06Z",1494226800000,1494293502000,1494293646000
"30933650","Won","Aly Lalani","186732492","Shoppers Drug Mart 234","2017-01-20","2017-01-20T18:38:38Z","CAD",160,"2017-01-20T18:37:54Z",1484899200000,1484966318000,1484966274000
"28179493","Won","Aly Lalani","187307217","Shoppers Drug Mart # 2243","2016-12-19","2016-12-19T22:30:57Z","CAD",80,"2016-12-19T22:29:57Z",1482134400000,1482215457000,1482215397000
"21387537","Won","Aly Lalani","187324450","Shoppers Drug Mart # 2283","2016-07-19","2016-07-19T23:15:32Z","CAD",240,"2016-07-22T18:32:19Z",1468911600000,1468995332000,1469237539000
"21387661","Won","Aly Lalani","187533101","Shoppers Drug Mart #222","2016-09-26","2016-07-19T23:17:48Z","CAD",160,"2016-09-26T16:55:42Z",1474873200000,1468995468000,1474934142000
