"date","retention_rate"
"2016-11-04",0.5
"2016-12-05",0.31
"2017-01-05",0.36
"2017-02-05",0.42
"2017-03-08",0.41
"2017-04-08",0.4
"2017-05-09",0.42
"2017-06-09",0.43
"2017-07-10",0.42
"2017-08-10",0.39
"2017-09-10",0.39
"2017-10-11",0.4
"2017-11-11",0.39
